,Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length
220,Running,2019-03-29 19:02:00,Richmond Running,2.09,177.0,14,142,173,180,194,7:06,5:43,192,173,1.25
221,Running,2019-03-28 21:48:00,Baltimore Running,3.0,214.0,23,129,142,176,188,7:44,0:26,90,93,1.18
222,Running,2019-03-28 09:53:00,New York Running,4.0,237.0,28,124,138,180,200,7:08,2:49,31,31,1.25
223,Running,2019-03-27 08:58:00,Baltimore Running,10.01,901.0,69,155,179,184,200,7:00,4:26,682,674,1.25
224,Running,2019-03-26 17:41:00,Baltimore Running,3.0,225.0,22,133,161,182,198,7:33,6:36,229,194,1.17
225,Running,2019-03-26 16:55:00,Baltimore Running,4.87,306.0,23,152,173,192,212,4:51,4:02,79,87,1.72
226,Running,2019-03-26 16:29:00,Baltimore Running,2.12,127.0,14,124,150,184,196,6:41,4:48,71,105,1.31
227,Running,2019-03-26 09:47:00,Baltimore Running,4.06,231.0,28,122,144,186,194,7:01,4:42,483,473,1.23
228,Running,2019-03-25 09:12:00,Baltimore Running,10.0,610.0,67,136,158,184,196,6:43,5:31,519,514,1.3
229,Running,2019-03-24 10:48:00,Baltimore Running,17.5,1117.0,119,142,165,180,218,6:49,5:09,971,978,1.32
230,Running,2019-03-23 09:13:00,Santurce Running,10.0,738.0,69,144,163,180,192,6:58,4:24,462,462,1.28
231,Running,2019-03-21 19:08:00,Santurce Running,10.0,1034.0,73,164,170,176,186,7:18,5:12,449,449,1.25
232,Running,2019-03-20 09:07:00,Santurce Running,10.03,667.0,82,130,149,174,182,8:15,6:05,475,477,1.12
233,Running,2019-03-19 17:24:00,Isla Verde - Running,8.0,900.0,52,188,209,180,202,6:34,4:14,260,254,1.35
234,Running,2019-03-19 17:04:00,Santurce - Running,1.99,200.0,13,158,187,184,190,6:58,6:10,56,60,1.26
235,Running,2019-03-18 10:22:00,Running,1.55,0.0,9,0,0,0,0,6:08,0,0,0,0.0
236,Running,2019-03-18 09:13:00,Santurce - Running,8.45,704.0,53,153,171,180,192,6:21,3:51,463,462,1.4
237,Running,2019-03-17 08:40:00,Santurce - Running,17.0,1198.0,116,146,157,178,190,6:52,5:23,430,429,1.32
238,Running,2019-03-16 17:38:00,Santurce - Running,10.23,679.0,71,138,158,178,192,7:01,0:25,541,541,1.29
239,Running,2019-03-15 18:16:00,Baltimore - Running,10.0,612.0,69,135,154,178,192,6:55,5:41,516,516,1.31
240,Running,2019-03-14 17:32:00,Baltimore - Running,1.98,172.0,14,141,153,176,188,7:29,6:32,106,60,1.22
241,Running,2019-03-14 16:58:00,Baltimore - Running,5.9,392.0,30,154,165,186,194,5:06,4:33,58,62,1.7
242,Running,2019-03-14 14:10:00,Running,2.6,0.0,19,0,0,0,0,7:18,0,0,0,0.0
243,Running,2019-03-14 10:42:00,Baltimore - Running,3.0,219.0,21,135,154,180,188,7:02,4:15,120,114,1.27
244,Running,2019-03-13 10:14:00,Baltimore - Running,10.0,600.0,70,133,152,180,190,7:03,5:56,694,705,1.27
245,Running,2019-03-12 17:42:00,Baltimore - Running,2.84,200.0,22,128,144,176,194,7:50,6:07,171,150,1.17
246,Running,2019-03-12 17:25:00,Baltimore - Running,1.16,88.0,451,143,182,180,210,6:28,3:44,32,37,1.37
247,Running,2019-03-12 17:14:00,Baltimore - Running,2.08,84.0,10,124,170,190,198,4:50,2:43,86,89,1.75
248,Running,2019-03-12 16:57:00,Baltimore - Running,2.09,60.0,10,105,132,190,198,4:50,4:34,56,62,1.74
249,Running,2019-03-12 16:31:00,Baltimore - Running,2.12,127.0,13,126,150,182,194,6:33,4:53,83,118,1.35
250,Running,2019-03-11 09:13:00,Baltimore - Running,10.02,564.0,61,134,169,184,196,6:09,4:44,724,714,1.42
251,Running,2019-03-10 10:58:00,Philadelphia - Running,18.01,1220.0,118,149,180,176,188,6:35,1:36,506,505,1.38
252,Running,2019-03-09 17:36:00,Philadelphia - Running,10.01,594.0,70,129,181,178,184,7:00,5:32,305,305,1.29
253,Running,2019-03-08 20:03:00,Philadelphia - Running,4.08,456.0,32,156,182,176,186,7:56,4:55,184,184,1.15
254,Running,2019-03-08 09:18:00,Boca Raton - Running,4.0,330.0,28,138,154,182,190,7:15,5:43,0,0,1.23
255,Running,2019-03-07 17:36:00,Boca Raton - Running,8.5,595.0,56,144,170,178,188,6:36,5:14,41,31,1.37
256,Running,2019-03-07 17:14:00,Boca Raton - Running,2.5,181.0,16,137,165,180,190,6:29,4:50,10,17,1.38
257,Running,2019-03-06 11:09:00,Boca Raton - Running,4.01,266.0,27,130,141,178,186,6:57,3:04,7,7,1.3
258,Running,2019-03-05 18:13:00,Boca Raton - Running,10.0,657.0,70,138,149,176,186,7:00,5:53,20,20,1.3
259,Running,2019-03-04 09:14:00,Baltimore - Running,10.0,471.0,61,126,139,184,196,6:08,5:11,531,529,1.42
260,Running,2019-03-03 10:10:00,Baltimore - Running,16.12,737.0,108,121,156,180,194,6:45,5:22,1026,1021,1.32
261,Running,2019-03-02 11:12:00,Baltimore - Running,10.08,653.0,68,137,163,180,192,6:47,5:49,434,428,1.32
262,Running,2019-03-01 16:14:00,Baltimore - Running,11.0,657.0,76,136,154,178,190,6:55,6:02,546,546,1.3
263,Running,2019-02-28 17:27:00,Baltimore - Running,4.0,206.0,28,119,133,176,194,7:08,5:54,178,140,1.28
264,Running,2019-02-28 16:54:00,Baltimore - Running,5.21,212.0,25,125,159,188,196,4:55,4:17,138,137,1.74
265,Running,2019-02-28 16:29:00,Baltimore - Running,2.09,137.0,13,131,138,180,188,6:40,4:44,68,112,1.35
266,Running,2019-02-27 16:42:00,Baltimore Running,4.03,274.0,27,136,151,182,194,6:48,5:05,153,146,1.3
267,Running,2019-02-27 10:17:00,Baltimore Running,9.0,611.0,62,139,158,178,186,6:55,5:48,764,763,1.31
268,Running,2019-02-26 22:57:00,Running,2.25,0.0,16,0,0,0,0,7:07,0,0,0,0.0
269,Running,2019-02-26 17:29:00,Baltimore Running,3.96,345.0,27,153,180,178,204,7:02,6:06,200,161,1.28
270,Running,2019-02-26 16:55:00,Baltimore Running,4.63,280.0,23,146,160,188,208,5:07,2:32,135,147,1.68
271,Running,2019-02-25 09:11:00,Baltimore Running,10.03,648.0,68,141,157,182,194,6:50,5:51,538,533,1.29
272,Running,2019-02-24 06:47:00,Baltimore Running,15.0,795.0,112,129,154,176,184,7:28,4:59,818,822,1.23
273,Running,2019-02-23 20:22:00,Running,3.1,0.0,15,0,0,0,0,5:02,0,0,0,0.0
274,Running,2019-02-23 14:24:00,Manheim Running,3.63,262.0,26,135,152,178,186,7:22,6:41,87,84,1.23
275,Running,2019-02-23 12:36:00,Lancaster Running,2.18,161.0,14,141,172,182,194,6:38,5:09,56,58,1.33
276,Running,2019-02-22 16:34:00,Baltimore Running,7.01,320.0,46,123,157,182,226,6:34,3:48,403,416,1.35
277,Running,2019-02-21 16:28:00,Baltimore Running,10.05,628.0,67,140,163,178,202,6:41,4:25,757,753,1.35
278,Running,2019-02-21 10:34:00,Baltimore Running,4.08,359.0,27,158,168,180,190,6:49,5:18,270,266,1.31
279,Running,2019-02-20 09:57:00,Baltimore Running,10.0,626.0,72,136,181,178,190,7:12,5:40,766,781,1.25
280,Running,2019-02-19 17:31:00,Baltimore Running,4.0,435.0,28,177,198,180,198,7:13,5:32,195,155,1.23
281,Running,2019-02-19 17:01:00,Baltimore Running,3.7,230.0,18,152,171,192,214,4:55,3:54,89,93,1.7
282,Running,2019-02-19 16:35:00,Baltimore Running,2.06,153.0,13,140,170,182,192,6:40,5:11,71,108,1.32
283,Running,2019-02-18 09:10:00,Baltimore Running,10.04,638.0,67,141,162,180,192,6:42,4:56,578,578,1.33
284,Running,2019-02-17 10:35:00,Running,14.21,962.0,94,146,180,178,196,6:37,4:34,819,814,1.36
285,Running,2019-02-16 10:33:00,Baltimore Running,9.5,507.0,65,128,156,180,206,6:51,4:11,750,745,1.3
286,Running,2019-02-15 16:35:00,Baltimore Running,10.08,917.0,71,159,177,176,188,7:05,5:58,492,488,1.29
287,Running,2019-02-14 17:35:00,Baltimore Running,4.02,281.0,30,133,150,176,198,7:32,6:26,224,186,1.21
288,Running,2019-02-14 16:53:00,Baltimore Running,4.58,150.0,23,115,152,190,210,5:03,3:54,105,112,1.67
289,Running,2019-02-14 16:28:00,Baltimore Running,2.08,136.0,13,133,157,182,192,6:37,4:47,84,117,1.34
290,Running,2019-02-13 17:03:00,Baltimore Running,11.31,1052.0,78,166,195,180,192,6:55,5:47,1101,1091,1.3
291,Running,2019-02-12 17:31:00,Baltimore Running,2.79,202.0,24,126,146,172,182,8:53,8:06,155,66,1.06
292,Running,2019-02-12 16:58:00,Baltimore Running,4.04,304.0,22,164,178,186,196,5:36,5:02,34,38,1.55
293,Running,2019-02-12 16:34:00,Baltimore Running,2.12,119.0,14,123,144,182,194,6:49,0:25,114,96,1.31
294,Running,2019-02-12 16:31:00,Baltimore Running,0.29,15.0,127,113,131,182,188,7:15,6:57,0,18,1.22
295,Running,2019-02-11 16:42:00,Baltimore Running,3.07,243.0,22,140,161,176,188,7:26,5:50,236,232,1.23
296,Running,2019-02-11 09:17:00,Baltimore Running,10.0,761.0,72,146,176,176,206,7:15,5:28,887,890,1.26
297,Running,2019-02-10 09:36:00,Baltimore County Running,16.01,896.0,103,140,164,178,186,6:28,5:23,1061,1062,1.4
298,Running,2019-02-09 10:55:00,Baltimore Running,10.0,618.0,69,139,180,178,188,7:00,5:47,618,616,1.29
299,Running,2019-02-08 17:51:00,Running,3.1,0.0,15,0,0,0,0,5:06,0,0,0,0.0
300,Running,2019-02-08 11:37:00,Annapolis Running,3.03,322.0,25,157,179,172,182,8:19,5:51,68,67,1.12
301,Running,2019-02-08 10:25:00,Annapolis Running,2.5,186.0,17,141,167,178,190,6:59,2:08,38,39,1.3
302,Running,2019-02-07 16:30:00,Baltimore Running,8.09,522.0,60,137,161,174,192,7:27,4:28,393,395,1.24
303,Running,2019-02-06 16:39:00,Baltimore Running,3.02,243.0,20,150,184,180,190,6:48,5:40,119,118,1.31
304,Running,2019-02-06 09:52:00,Baltimore Running,11.0,844.0,78,157,180,176,184,7:10,6:17,1054,1065,1.28
305,Running,2019-02-05 17:29:00,Baltimore Running,2.03,154.0,17,129,144,172,202,8:42,6:18,133,100,1.07
306,Running,2019-02-05 16:52:00,Baltimore Running,3.82,251.0,18,165,193,190,214,4:56,3:42,96,112,1.73
307,Running,2019-02-05 16:28:00,Baltimore Running,2.07,140.0,13,136,161,178,186,6:44,5:12,71,104,1.35
308,Running,2019-02-04 09:09:00,Baltimore Running,11.0,514.0,73,127,178,180,196,6:43,4:11,780,782,1.33
309,Running,2019-02-03 09:56:00,Philadelphia Running,15.01,982.0,105,146,178,178,186,7:02,4:39,643,645,1.29
310,Running,2019-02-02 17:13:00,Philadelphia Running,4.18,242.0,34,123,134,174,180,8:12,5:16,190,190,1.13
311,Running,2019-02-01 18:43:00,New York Running,1.39,121.0,11,138,153,172,182,8:33,2:01,54,54,1.1
312,Running,2019-02-01 17:13:00,New York Running,2.78,194.0,19,137,159,178,196,7:10,0:26,132,121,1.26
313,Running,2019-01-29 17:39:00,Baltimore Running,4.35,515.0,33,180,195,176,198,7:49,6:50,198,162,1.18
314,Running,2019-01-29 17:27:00,Baltimore Running,0.76,57.0,226,179,193,192,204,4:58,4:36,23,29,1.69
315,Running,2019-01-29 17:21:00,Baltimore Running,0.76,54.0,221,177,193,194,198,4:50,4:24,36,41,1.72
316,Running,2019-01-29 17:16:00,Baltimore Running,0.75,55.0,221,176,186,192,198,4:54,4:38,35,42,1.71
317,Running,2019-01-29 17:10:00,Baltimore Running,0.75,54.0,225,170,181,192,196,4:58,4:41,38,41,1.69
318,Running,2019-01-29 17:04:00,Baltimore Running,0.75,53.0,228,164,176,192,198,5:02,4:46,35,41,1.66
319,Running,2019-01-29 16:59:00,Baltimore Running,0.76,51.0,230,159,170,194,200,5:02,4:44,39,41,1.65
320,Running,2019-01-29 16:31:00,Baltimore Running,2.06,186.0,14,154,181,180,192,7:06,5:04,73,113,1.25
321,Running,2019-01-28 16:52:00,Baltimore Running,10.0,683.0,71,144,174,176,188,7:08,5:56,679,685,1.28
322,Cardio,2019-01-28 12:29:00,Cardio,0.06,11.0,121,102,118,122,124,1.6,4.1,0,0,0.36
323,Running,2019-01-27 10:58:00,Baltimore Running,15.55,1210.0,101,157,186,178,190,6:33,4:43,827,822,1.37
324,Running,2019-01-26 10:48:00,Baltimore Running,10.25,699.0,73,141,162,178,190,7:13,5:13,971,962,1.26
325,Running,2019-01-25 21:55:00,Running,3.1,0.0,15,0,0,0,0,5:03,0,0,0,0.0
326,Running,2019-01-25 19:13:00,Fairfax County Running,3.55,325.0,26,151,173,174,192,7:32,6:34,264,265,1.23
327,Running,2019-01-25 17:52:00,Fairfax County Running,2.49,197.0,17,144,182,178,194,7:08,4:24,179,184,1.27
328,Cardio,2019-01-24 16:57:00,Cardio,0.0,6.0,139,78,98,172,172,0.1,8.1,0,0,0.01
329,Running,2019-01-24 15:17:00,Baltimore Running,7.01,455.0,49,139,160,178,208,7:04,4:19,411,412,1.28
330,Running,2019-01-23 15:58:00,Baltimore Running,10.04,847.0,76,151,156,172,182,7:36,6:09,664,658,1.23
331,Running,2019-01-22 16:09:00,Baltimore Running,3.52,380.0,27,165,180,176,194,7:43,6:35,167,143,1.19
332,Running,2019-01-22 15:54:00,Baltimore Running,1.51,98.0,436,161,177,194,200,4:50,4:27,44,50,1.71
333,Running,2019-01-22 15:35:00,Baltimore Running,3.03,199.0,15,155,190,190,198,5:08,4:43,77,81,1.65
334,Running,2019-01-22 15:11:00,Baltimore Running,2.1,145.0,14,134,154,178,194,6:56,4:30,87,130,1.3
335,Running,2019-01-22 15:10:00,Baltimore Running,0.0,0.0,0,92,92,0,0,3:06,4:11,0,0,0.0
336,Running,2019-01-21 15:16:00,Baltimore Running,10.04,617.0,69,138,157,178,190,6:55,5:58,534,527,1.31
337,Running,2019-01-20 10:48:00,Baltimore Running,14.25,1060.0,94,153,177,180,192,6:39,5:07,793,793,1.35
338,Running,2019-01-19 15:37:00,Baltimore Running,10.03,660.0,69,141,167,178,196,6:58,4:31,799,809,1.3
339,Running,2019-01-18 16:25:00,Baltimore Running,1.85,128.0,15,124,152,174,198,8:25,6:33,115,77,1.1
340,Running,2019-01-18 16:23:00,Baltimore Running,0.26,7.0,68,109,130,200,208,4:24,4:10,12,15,1.83
341,Running,2019-01-18 16:20:00,Baltimore Running,0.25,7.0,70,112,135,200,208,4:38,4:12,12,15,1.74
342,Running,2019-01-18 16:18:00,Baltimore Running,0.25,7.0,66,112,134,202,206,4:27,4:13,13,15,1.79
343,Running,2019-01-18 16:16:00,Baltimore Running,0.26,8.0,67,119,125,200,204,4:20,4:13,13,15,1.86
344,Running,2019-01-18 16:09:00,Baltimore Running,0.75,31.0,226,122,131,194,202,5:00,4:28,22,29,1.66
345,Running,2019-01-18 16:03:00,Baltimore Running,0.75,29.0,227,119,123,192,200,5:03,4:31,33,38,1.66
346,Running,2019-01-18 15:58:00,Baltimore Running,0.5,17.0,145,115,123,196,204,4:49,4:30,27,27,1.71
347,Running,2019-01-18 15:53:00,Baltimore Running,0.5,17.0,144,113,134,196,200,4:49,4:26,25,26,1.71
348,Running,2019-01-18 15:49:00,Baltimore Running,0.51,16.0,143,112,128,194,202,4:41,4:30,24,27,1.77
349,Running,2019-01-18 15:24:00,Baltimore Running,2.21,113.0,14,122,145,180,194,6:40,4:34,77,114,1.34
350,Running,2019-01-17 18:21:00,Baltimore Running,8.01,648.0,53,155,184,176,184,6:44,3:25,224,230,1.36
351,Running,2019-01-16 10:06:00,Baltimore Running,9.32,934.0,65,173,201,180,192,7:00,5:40,627,627,1.27
352,Running,2019-01-15 16:21:00,Baltimore Running,1.99,214.0,17,151,176,172,188,8:42,7:24,86,48,1.07
353,Running,2019-01-15 16:05:00,Baltimore Running,1.26,86.0,382,160,168,188,194,5:03,4:49,35,41,1.68
354,Running,2019-01-15 15:57:00,Baltimore Running,1.26,90.0,392,162,170,188,196,5:13,4:46,42,49,1.63
355,Running,2019-01-15 15:49:00,Baltimore Running,1.26,85.0,392,153,163,190,196,5:11,4:54,44,51,1.64
356,Running,2019-01-15 15:41:00,Baltimore Running,1.27,83.0,392,152,175,190,198,5:08,4:43,31,38,1.64
357,Running,2019-01-15 15:15:00,Baltimore Running,2.11,152.0,14,138,166,180,194,6:42,4:34,89,125,1.34
358,Running,2019-01-14 15:36:00,Baltimore Running,9.62,744.0,61,155,183,180,194,6:25,5:18,497,494,1.39
359,Running,2019-01-14 10:36:00,Baltimore Running,2.13,145.0,14,132,150,184,192,6:56,5:41,169,162,1.27
360,Running,2019-01-13 09:19:00,Baltimore Running,13.0,1057.0,95,152,172,174,180,7:19,6:26,680,680,1.27
361,Running,2019-01-12 13:58:00,New York Running,2.45,216.0,19,140,152,176,182,8:08,3:57,7,7,1.13
362,Running,2019-01-12 13:30:00,Running,3.1,0.0,16,0,0,0,0,5:15,0,0,0,0.0
363,Running,2019-01-12 12:32:00,New York Running,2.45,207.0,17,145,179,178,192,7:11,5:09,11,13,1.26
364,Cardio,2019-01-11 16:28:00,Cardio,0.0,6.0,122,85,96,170,170,0.1,6.5,0,0,0.01
365,Running,2019-01-11 15:21:00,Baltimore Running,7.0,505.0,52,140,154,174,188,7:29,5:51,330,331,1.23
366,Running,2019-01-10 16:04:00,Baltimore Running,4.06,421.0,28,172,188,176,184,6:57,5:20,178,141,1.31
367,Running,2019-01-10 15:42:00,Baltimore Running,3.04,289.0,18,181,192,182,208,6:06,4:27,64,69,1.45
368,Running,2019-01-10 15:16:00,Baltimore Running,2.06,188.0,14,158,188,178,196,6:49,4:41,73,107,1.33
369,Running,2019-01-09 10:14:00,Baltimore Running,8.05,640.0,56,148,171,178,190,7:01,5:50,695,689,1.29
370,Running,2019-01-08 16:44:00,Baltimore Running,1.18,140.0,10,152,175,172,188,9:07,7:32,80,43,1.03
371,Running,2019-01-08 15:56:00,Baltimore Running,4.56,311.0,25,148,181,184,210,5:36,4:06,159,164,1.55
372,Running,2019-01-08 15:31:00,Baltimore Running,2.09,192.0,14,157,188,176,190,6:53,5:12,77,113,1.32
373,Running,2019-01-07 15:30:00,Baltimore Running,10.0,736.0,61,151,183,180,192,6:09,5:23,526,530,1.47
374,Cardio,2019-01-07 10:36:00,Cardio,0.02,13.0,195,92,110,114,122,0.4,4.6,0,0,0.1
375,Running,2019-01-06 11:04:00,Baltimore Other,11.99,901.0,89,144,180,0,0,7:27,6:14,821,821,0.0
376,Running,2019-01-05 11:32:00,Running,8.0,0.0,56,0,0,0,0,7:00,0,0,0,0.0
377,Running,2019-01-04 11:49:00,Voorhees Running,2.23,217.0,16,155,182,174,180,7:18,6:46,62,63,1.27
378,Running,2019-01-04 11:13:00,Voorhees Running,4.0,296.0,22,155,164,182,192,5:34,5:10,84,81,1.59
379,Running,2019-01-04 10:43:00,Voorhees Running,2.01,172.0,14,145,179,176,184,7:15,4:51,28,25,1.26
380,Running,2019-01-03 11:26:00,Cherry Hill Running,8.01,437.0,53,128,176,174,182,6:41,5:41,313,313,1.38
381,Running,2019-01-02 11:29:00,Cherry Hill Running,8.01,568.0,57,137,166,174,180,7:13,5:50,256,245,1.28
382,Running,2019-01-01 12:07:00,Cherry Hill Running,7.0,630.0,47,158,170,172,180,6:48,4:14,219,223,1.38
383,Running,2018-12-31 14:41:00,Cherry Hill Running,7.07,570.0,53,144,168,172,180,7:37,5:34,174,181,1.23
384,Running,2018-12-30 10:40:00,Cherry Hill Running,8.51,796.0,58,161,184,174,184,6:52,5:54,278,281,1.34
385,Running,2018-12-29 16:45:00,Voorhees Running,7.56,624.0,57,143,178,172,182,7:38,6:39,176,176,1.23
386,Running,2018-12-27 08:47:00,Cherry Hill Running,5.0,395.0,36,140,165,174,180,7:23,5:53,138,142,1.26
387,Running,2018-12-24 10:45:00,Cherry Hill Running,5.29,458.0,37,148,164,176,182,7:10,6:33,142,146,1.28
388,Running,2018-11-30 16:43:00,Baltimore Running,4.98,371.0,36,138,173,172,184,7:22,3:55,279,279,1.26
389,Running,2018-11-29 16:28:00,Baltimore Running,7.9,512.0,55,138,164,174,184,6:59,4:52,900,879,1.33
390,Running,2018-11-27 17:38:00,Baltimore Running,1.17,110.0,587,138,150,174,196,8:21,4:02,80,44,1.11
391,Treadmill Running,2018-11-27 17:30:00,Treadmill Running,0.35,19.0,110,134,145,196,204,5:16,4:23,0,0,1.56
392,Treadmill Running,2018-11-27 17:26:00,Treadmill Running,0.34,20.0,107,138,147,194,198,5:13,4:44,0,0,1.59
393,Treadmill Running,2018-11-27 17:23:00,Treadmill Running,0.34,18.0,107,128,139,194,202,5:16,4:43,0,0,1.57
394,Treadmill Running,2018-11-27 17:19:00,Treadmill Running,0.47,25.0,151,131,147,190,196,5:21,4:49,0,0,1.58
395,Treadmill Running,2018-11-27 17:14:00,Treadmill Running,0.46,26.0,146,136,148,192,198,5:17,4:45,0,0,1.59
396,Treadmill Running,2018-11-27 17:10:00,Treadmill Running,0.46,27.0,145,138,146,192,196,5:17,4:49,0,0,1.59
397,Treadmill Running,2018-11-27 17:06:00,Treadmill Running,0.46,25.0,144,132,142,192,198,5:14,4:46,0,0,1.6
398,Treadmill Running,2018-11-27 17:01:00,Treadmill Running,0.46,25.0,144,133,152,192,200,5:15,4:45,0,0,1.6
399,Treadmill Running,2018-11-27 16:54:00,Treadmill Running,0.95,56.0,309,135,144,188,194,5:25,4:54,0,0,1.58
400,Running,2018-11-27 16:31:00,Baltimore Running,2.09,144.0,13,133,156,178,190,6:41,4:16,73,108,1.35
401,Running,2018-11-26 16:29:00,Baltimore Running,9.01,658.0,60,150,181,176,186,6:44,5:14,526,525,1.36
402,Running,2018-11-25 16:05:00,Baltimore Running,11.94,711.0,86,137,166,174,186,7:15,5:32,722,718,1.27
403,Running,2018-11-24 09:43:00,Haddon Running,1.62,180.0,13,153,168,168,192,8:25,7:17,27,24,1.14
404,Running,2018-11-24 09:16:00,Haddon Running,3.13,209.0,16,151,161,186,210,5:08,4:15,37,37,1.69
405,Running,2018-11-24 08:27:00,Haddon Running,2.17,184.0,14,149,182,176,188,6:50,2:06,49,45,1.34
406,Running,2018-11-21 10:57:00,Voorhees Running,1.53,131.0,10,146,161,176,182,6:56,6:17,33,40,1.32
407,Running,2018-11-20 15:15:00,Cherry Hill Running,6.94,457.0,47,135,182,176,196,6:48,5:48,126,128,1.35
408,Running,2018-11-19 10:33:00,Voorhees Running,7.44,520.0,52,139,165,176,184,7:01,5:54,191,209,1.31
409,Running,2018-11-13 17:31:00,Baltimore Running,1.8,187.0,14,156,191,172,186,7:48,7:05,143,61,1.2
410,Running,2018-11-13 17:11:00,Baltimore Running,2.72,177.0,14,147,157,182,190,5:17,4:54,24,28,1.68
411,Running,2018-11-13 16:56:00,Baltimore Running,2.7,159.0,14,140,148,186,194,5:16,5:04,30,31,1.64
412,Running,2018-11-13 16:30:00,Baltimore Running,2.05,127.0,14,127,143,176,188,6:51,5:06,51,142,1.33
413,Running,2018-11-11 10:14:00,Baltimore Running,14.0,822.0,102,136,178,174,186,7:17,5:34,735,829,1.28
414,Running,2018-11-08 16:28:00,Baltimore Running,7.54,674.0,51,160,198,176,206,6:51,4:10,465,462,1.34
415,Running,2018-11-06 17:31:00,Baltimore Running,1.19,148.0,10,164,186,168,182,8:51,7:24,74,38,1.08
416,Running,2018-11-06 17:18:00,Baltimore Running,1.28,96.0,391,172,189,186,192,5:05,4:54,44,51,1.71
417,Running,2018-11-06 17:10:00,Baltimore Running,1.29,96.0,392,172,186,186,192,5:04,4:49,34,40,1.71
418,Running,2018-11-06 17:03:00,Baltimore Running,1.28,86.0,392,155,188,186,192,5:05,4:52,33,43,1.69
419,Running,2018-11-06 16:55:00,Baltimore Running,1.3,71.0,389,137,156,190,196,4:59,4:35,53,59,1.71
420,Running,2018-11-06 16:30:00,Baltimore Running,1.89,125.0,12,130,150,176,190,6:44,4:49,81,115,1.36
421,Running,2018-11-05 16:38:00,Baltimore Running,8.0,436.0,48,130,164,178,186,6:06,5:00,608,600,1.48
422,Running,2018-11-04 10:16:00,Baltimore Running,12.17,908.0,78,152,173,178,192,6:28,4:41,779,798,1.39
423,Running,2018-11-03 10:01:00,Baltimore Running,6.03,447.0,47,136,153,172,180,7:52,5:20,331,322,1.19
424,Running,2018-11-02 16:13:00,Baltimore Running,5.07,346.0,36,134,152,174,182,7:14,3:28,321,314,1.29
425,Running,2018-11-01 17:13:00,Baltimore Running,2.72,264.0,21,148,160,172,182,7:48,6:22,326,314,1.2
426,Running,2018-11-01 17:06:00,Running,0.88,78.0,300,179,197,186,196,5:41,4:50,0,0,1.52
427,Running,2018-11-01 17:00:00,Baltimore Running,0.83,76.0,300,176,183,184,192,6:00,2:05,138,182,1.46
428,Running,2018-11-01 16:54:00,Baltimore Running,0.9,68.0,300,161,197,190,198,5:35,4:28,156,124,1.52
429,Running,2018-10-28 16:29:00,Baltimore Running,11.33,564.0,81,124,141,174,184,7:13,1:12,535,628,1.28
430,Treadmill Running,2018-10-27 13:34:00,Treadmill Running,1.53,124.0,12,133,175,170,174,8:07,4:37,0,0,1.17
431,Running,2018-10-27 11:55:00,Haverford Running,2.16,180.0,15,143,157,174,192,7:03,5:08,48,48,1.3
432,Running,2018-10-26 16:54:00,Baltimore Running,4.98,382.0,36,138,165,174,190,7:20,3:58,251,247,1.26
433,Running,2018-10-25 16:35:00,Baltimore Running,8.88,603.0,59,142,168,174,198,6:43,4:19,422,415,1.37
434,Running,2018-10-24 16:36:00,Baltimore Running,5.0,533.0,35,166,186,172,180,7:10,6:23,541,546,1.31
435,Running,2018-10-23 17:40:00,Baltimore Running,2.48,218.0,18,142,167,172,188,7:22,6:09,260,256,1.27
436,Running,2018-10-23 17:29:00,Baltimore Running,0.63,50.0,191,177,189,186,202,5:03,4:24,0,10,1.71
437,Running,2018-10-23 17:22:00,Baltimore Running,1.26,105.0,386,181,193,186,196,5:07,4:42,17,21,1.7
438,Running,2018-10-23 17:17:00,Baltimore Running,0.63,51.0,193,177,193,186,194,5:09,4:54,0,10,1.68
439,Running,2018-10-23 17:10:00,Baltimore Running,1.27,103.0,386,177,196,186,196,5:06,4:32,25,25,1.7
440,Running,2018-10-23 17:05:00,Baltimore Running,0.63,45.0,194,159,183,186,194,5:09,4:35,10,12,1.68
441,Running,2018-10-23 17:01:00,Baltimore Running,0.63,42.0,187,153,172,192,200,4:59,4:37,9,10,1.68
442,Running,2018-10-23 16:30:00,Baltimore Running,2.96,244.0,21,141,170,174,194,7:06,5:06,269,274,1.3
443,Running,2018-10-22 00:13:00,Running,8.8,0.0,59,0,0,0,0,6:46,0,0,0,0.0
444,Running,2018-10-21 09:14:00,Baltimore Running,13.01,1040.0,83,153,180,178,192,6:25,4:32,1134,1170,1.41
445,Running,2018-10-20 08:51:00,Baltimore Running,6.91,445.0,51,130,165,174,184,7:23,0:42,437,432,1.25
446,Running,2018-10-19 10:24:00,Baltimore Running,2.2,206.0,17,142,161,172,194,7:47,5:58,273,245,1.21
447,Running,2018-10-19 10:18:00,Baltimore Running,0.25,14.0,70,143,163,198,206,4:40,4:10,16,14,1.74
448,Running,2018-10-19 10:15:00,Baltimore Running,0.25,15.0,73,145,166,192,198,4:56,4:27,15,14,1.7
449,Running,2018-10-19 10:13:00,Baltimore Running,0.26,16.0,73,146,158,192,198,4:48,4:01,16,14,1.75
450,Running,2018-10-19 10:10:00,Baltimore Running,0.25,14.0,72,141,167,194,204,4:46,4:26,16,14,1.74
